Id,SalePrice
1701,176822.11
1702,176822.11
1703,176822.11
1704,176822.11
1705,176822.11
1706,176822.11
1707,176822.11
1708,176822.11
1709,176822.11
1710,176822.11
1711,176822.11
1712,176822.11
1713,176822.11
1714,176822.11
1715,176822.11
1716,176822.11
1717,176822.11
1718,176822.11
1719,176822.11
1720,176822.11
1721,176822.11
1722,176822.11
1723,176822.11
1724,176822.11
1725,176822.11
1726,176822.11
1727,176822.11
1728,176822.11
1729,176822.11
1730,176822.11
1731,176822.11
1732,176822.11
1733,176822.11
1734,176822.11
1735,176822.11
1736,176822.11
1737,176822.11
1738,176822.11
1739,176822.11
1740,176822.11
1741,176822.11
1742,176822.11
1743,176822.11
1744,176822.11
1745,176822.11
1746,176822.11
1747,176822.11
1748,176822.11
1749,176822.11
1750,176822.11
1751,176822.11
1752,176822.11
1753,176822.11
1754,176822.11
1755,176822.11
1756,176822.11
1757,176822.11
1758,176822.11
1759,176822.11
1760,176822.11
1761,176822.11
1762,176822.11
1763,176822.11
1764,176822.11
1765,176822.11
1766,176822.11
1767,176822.11
1768,176822.11
1769,176822.11
1770,176822.11
1771,176822.11
1772,176822.11
1773,176822.11
1774,176822.11
1775,176822.11
1776,176822.11
1777,176822.11
1778,176822.11
1779,176822.11
1780,176822.11
1781,176822.11
1782,176822.11
1783,176822.11
1784,176822.11
1785,176822.11
1786,176822.11
1787,176822.11
1788,176822.11
1789,176822.11
1790,176822.11
1791,176822.11
1792,176822.11
1793,176822.11
1794,176822.11
1795,176822.11
1796,176822.11
1797,176822.11
1798,176822.11
1799,176822.11
1800,176822.11
1801,176822.11
1802,176822.11
1803,176822.11
1804,176822.11
1805,176822.11
1806,176822.11
1807,176822.11
1808,176822.11
1809,176822.11
1810,176822.11
1811,176822.11
1812,176822.11
1813,176822.11
1814,176822.11
1815,176822.11
1816,176822.11
1817,176822.11
1818,176822.11
1819,176822.11
1820,176822.11
1821,176822.11
1822,176822.11
1823,176822.11
1824,176822.11
1825,176822.11
1826,176822.11
1827,176822.11
1828,176822.11
1829,176822.11
1830,176822.11
1831,176822.11
1832,176822.11
1833,176822.11
1834,176822.11
1835,176822.11
1836,176822.11
1837,176822.11
1838,176822.11
1839,176822.11
1840,176822.11
1841,176822.11
1842,176822.11
1843,176822.11
1844,176822.11
1845,176822.11
1846,176822.11
1847,176822.11
1848,176822.11
1849,176822.11
1850,176822.11
1851,176822.11
1852,176822.11
1853,176822.11
1854,176822.11
1855,176822.11
1856,176822.11
1857,176822.11
1858,176822.11
1859,176822.11
1860,176822.11
1861,176822.11
1862,176822.11
1863,176822.11
1864,176822.11
1865,176822.11
1866,176822.11
1867,176822.11
1868,176822.11
1869,176822.11
1870,176822.11
1871,176822.11
1872,176822.11
1873,176822.11
1874,176822.11
1875,176822.11
1876,176822.11
1877,176822.11
1878,176822.11
1879,176822.11
1880,176822.11
1881,176822.11
1882,176822.11
1883,176822.11
1884,176822.11
1885,176822.11
1886,176822.11
1887,176822.11
1888,176822.11
1889,176822.11
1890,176822.11
1891,176822.11
1892,176822.11
1893,176822.11
1894,176822.11
1895,176822.11
1896,176822.11
1897,176822.11
1898,176822.11
1899,176822.11
1900,176822.11
1901,176822.11
1902,176822.11
1903,176822.11
1904,176822.11
1905,176822.11
1906,176822.11
1907,176822.11
1908,176822.11
1909,176822.11
1910,176822.11
1911,176822.11
1912,176822.11
1913,176822.11
1914,176822.11
1915,176822.11
1916,176822.11
1917,176822.11
1918,176822.11
1919,176822.11
1920,176822.11
1921,176822.11
1922,176822.11
1923,176822.11
1924,176822.11
1925,176822.11
1926,176822.11
1927,176822.11
1928,176822.11
1929,176822.11
1930,176822.11
1931,176822.11
1932,176822.11
1933,176822.11
1934,176822.11
1935,176822.11
1936,176822.11
1937,176822.11
1938,176822.11
1939,176822.11
1940,176822.11
1941,176822.11
1942,176822.11
1943,176822.11
1944,176822.11
1945,176822.11
1946,176822.11
1947,176822.11
1948,176822.11
1949,176822.11
1950,176822.11
1951,176822.11
1952,176822.11
1953,176822.11
1954,176822.11
1955,176822.11
1956,176822.11
1957,176822.11
1958,176822.11
1959,176822.11
1960,176822.11
1961,176822.11
1962,176822.11
1963,176822.11
1964,176822.11
1965,176822.11
1966,176822.11
1967,176822.11
1968,176822.11
1969,176822.11
1970,176822.11
1971,176822.11
1972,176822.11
1973,176822.11
1974,176822.11
1975,176822.11
1976,176822.11
1977,176822.11
1978,176822.11
1979,176822.11
1980,176822.11
1981,176822.11
1982,176822.11
1983,176822.11
1984,176822.11
1985,176822.11
1986,176822.11
1987,176822.11
1988,176822.11
1989,176822.11
1990,176822.11
1991,176822.11
1992,176822.11
1993,176822.11
1994,176822.11
1995,176822.11
1996,176822.11
1997,176822.11
1998,176822.11
1999,176822.11
2000,176822.11
2001,176822.11
2002,176822.11
2003,176822.11
2004,176822.11
2005,176822.11
2006,176822.11
2007,176822.11
2008,176822.11
2009,176822.11
2010,176822.11
2011,176822.11
2012,176822.11
2013,176822.11
2014,176822.11
2015,176822.11
2016,176822.11
2017,176822.11
2018,176822.11
2019,176822.11
2020,176822.11
2021,176822.11
2022,176822.11
2023,176822.11
2024,176822.11
2025,176822.11
2026,176822.11
2027,176822.11
2028,176822.11
2029,176822.11
2030,176822.11
2031,176822.11
2032,176822.11
2033,176822.11
2034,176822.11
2035,176822.11
2036,176822.11
2037,176822.11
2038,176822.11
2039,176822.11
2040,176822.11
2041,176822.11
2042,176822.11
2043,176822.11
2044,176822.11
2045,176822.11
2046,176822.11
2047,176822.11
2048,176822.11
2049,176822.11
2050,176822.11
2051,176822.11
2052,176822.11
2053,176822.11
2054,176822.11
2055,176822.11
2056,176822.11
2057,176822.11
2058,176822.11
2059,176822.11
2060,176822.11
2061,176822.11
2062,176822.11
2063,176822.11
2064,176822.11
2065,176822.11
2066,176822.11
2067,176822.11
2068,176822.11
2069,176822.11
2070,176822.11
2071,176822.11
2072,176822.11
2073,176822.11
2074,176822.11
2075,176822.11
2076,176822.11
2077,176822.11
2078,176822.11
2079,176822.11
2080,176822.11
2081,176822.11
2082,176822.11
2083,176822.11
2084,176822.11
2085,176822.11
2086,176822.11
2087,176822.11
2088,176822.11
2089,176822.11
2090,176822.11
2091,176822.11
2092,176822.11
2093,176822.11
2094,176822.11
2095,176822.11
2096,176822.11
2097,176822.11
2098,176822.11
2099,176822.11
2100,176822.11
2101,176822.11
2102,176822.11
2103,176822.11
2104,176822.11
2105,176822.11
2106,176822.11
2107,176822.11
2108,176822.11
2109,176822.11
2110,176822.11
2111,176822.11
2112,176822.11
2113,176822.11
2114,176822.11
2115,176822.11
2116,176822.11
2117,176822.11
2118,176822.11
2119,176822.11
2120,176822.11
2121,176822.11
2122,176822.11
2123,176822.11
2124,176822.11
2125,176822.11
2126,176822.11
2127,176822.11
2128,176822.11
2129,176822.11
2130,176822.11
2131,176822.11
2132,176822.11
2133,176822.11
2134,176822.11
2135,176822.11
2136,176822.11
2137,176822.11
2138,176822.11
2139,176822.11
2140,176822.11
2141,176822.11
2142,176822.11
2143,176822.11
2144,176822.11
2145,176822.11
2146,176822.11
2147,176822.11
2148,176822.11
2149,176822.11
2150,176822.11
2151,176822.11
2152,176822.11
2153,176822.11
2154,176822.11
2155,176822.11
2156,176822.11
2157,176822.11
2158,176822.11
2159,176822.11
2160,176822.11
2161,176822.11
2162,176822.11
2163,176822.11
2164,176822.11
2165,176822.11
2166,176822.11
2167,176822.11
2168,176822.11
2169,176822.11
2170,176822.11
2171,176822.11
2172,176822.11
2173,176822.11
2174,176822.11
2175,176822.11
2176,176822.11
2177,176822.11
2178,176822.11
2179,176822.11
2180,176822.11
2181,176822.11
2182,176822.11
2183,176822.11
2184,176822.11
2185,176822.11
2186,176822.11
2187,176822.11
2188,176822.11
2189,176822.11
2190,176822.11
2191,176822.11
2192,176822.11
2193,176822.11
2194,176822.11
2195,176822.11
2196,176822.11
2197,176822.11
2198,176822.11
2199,176822.11
2200,176822.11
2201,176822.11
2202,176822.11
2203,176822.11
2204,176822.11
2205,176822.11
2206,176822.11
2207,176822.11
2208,176822.11
2209,176822.11
2210,176822.11
2211,176822.11
2212,176822.11
2213,176822.11
2214,176822.11
2215,176822.11
2216,176822.11
2217,176822.11
2218,176822.11
2219,176822.11
2220,176822.11
2221,176822.11
2222,176822.11
2223,176822.11
2224,176822.11
2225,176822.11
2226,176822.11
2227,176822.11
2228,176822.11
2229,176822.11
2230,176822.11
2231,176822.11
2232,176822.11
2233,176822.11
2234,176822.11
2235,176822.11
2236,176822.11
2237,176822.11
2238,176822.11
2239,176822.11
2240,176822.11
2241,176822.11
2242,176822.11
2243,176822.11
2244,176822.11
2245,176822.11
2246,176822.11
2247,176822.11
2248,176822.11
2249,176822.11
2250,176822.11
2251,176822.11
2252,176822.11
2253,176822.11
2254,176822.11
2255,176822.11
2256,176822.11
2257,176822.11
2258,176822.11
2259,176822.11
2260,176822.11
2261,176822.11
2262,176822.11
2263,176822.11
2264,176822.11
2265,176822.11
2266,176822.11
2267,176822.11
2268,176822.11
2269,176822.11
2270,176822.11
2271,176822.11
2272,176822.11
2273,176822.11
2274,176822.11
2275,176822.11
2276,176822.11
2277,176822.11
2278,176822.11
2279,176822.11
2280,176822.11
2281,176822.11
2282,176822.11
2283,176822.11
2284,176822.11
2285,176822.11
2286,176822.11
2287,176822.11
2288,176822.11
2289,176822.11
2290,176822.11
2291,176822.11
2292,176822.11
2293,176822.11
2294,176822.11
2295,176822.11
2296,176822.11
2297,176822.11
2298,176822.11
2299,176822.11
2300,176822.11
2301,176822.11
2302,176822.11
2303,176822.11
2304,176822.11
2305,176822.11
2306,176822.11
2307,176822.11
2308,176822.11
2309,176822.11
2310,176822.11
2311,176822.11
2312,176822.11
2313,176822.11
2314,176822.11
2315,176822.11
2316,176822.11
2317,176822.11
2318,176822.11
2319,176822.11
2320,176822.11
2321,176822.11
2322,176822.11
2323,176822.11
2324,176822.11
2325,176822.11
2326,176822.11
2327,176822.11
2328,176822.11
2329,176822.11
2330,176822.11
2331,176822.11
2332,176822.11
2333,176822.11
2334,176822.11
2335,176822.11
2336,176822.11
2337,176822.11
2338,176822.11
2339,176822.11
2340,176822.11
2341,176822.11
2342,176822.11
2343,176822.11
2344,176822.11
2345,176822.11
2346,176822.11
2347,176822.11
2348,176822.11
2349,176822.11
2350,176822.11
2351,176822.11
2352,176822.11
2353,176822.11
2354,176822.11
2355,176822.11
2356,176822.11
2357,176822.11
2358,176822.11
2359,176822.11
2360,176822.11
2361,176822.11
2362,176822.11
2363,176822.11
2364,176822.11
2365,176822.11
2366,176822.11
2367,176822.11
2368,176822.11
2369,176822.11
2370,176822.11
2371,176822.11
2372,176822.11
2373,176822.11
2374,176822.11
2375,176822.11
2376,176822.11
2377,176822.11
2378,176822.11
2379,176822.11
2380,176822.11
2381,176822.11
2382,176822.11
2383,176822.11
2384,176822.11
2385,176822.11
2386,176822.11
2387,176822.11
2388,176822.11
2389,176822.11
2390,176822.11
2391,176822.11
2392,176822.11
2393,176822.11
2394,176822.11
2395,176822.11
2396,176822.11
2397,176822.11
2398,176822.11
2399,176822.11
2400,176822.11
2401,176822.11
2402,176822.11
2403,176822.11
2404,176822.11
2405,176822.11
2406,176822.11
2407,176822.11
2408,176822.11
2409,176822.11
2410,176822.11
2411,176822.11
2412,176822.11
2413,176822.11
2414,176822.11
2415,176822.11
2416,176822.11
2417,176822.11
2418,176822.11
2419,176822.11
2420,176822.11
2421,176822.11
2422,176822.11
2423,176822.11
2424,176822.11
2425,176822.11
2426,176822.11
2427,176822.11
2428,176822.11
2429,176822.11
2430,176822.11
2431,176822.11
2432,176822.11
2433,176822.11
2434,176822.11
2435,176822.11
2436,176822.11
2437,176822.11
2438,176822.11
2439,176822.11
2440,176822.11
2441,176822.11
2442,176822.11
2443,176822.11
2444,176822.11
2445,176822.11
2446,176822.11
2447,176822.11
2448,176822.11
2449,176822.11
2450,176822.11
2451,176822.11
2452,176822.11
2453,176822.11
2454,176822.11
2455,176822.11
2456,176822.11
2457,176822.11
2458,176822.11
2459,176822.11
2460,176822.11
2461,176822.11
2462,176822.11
2463,176822.11
2464,176822.11
2465,176822.11
2466,176822.11
2467,176822.11
2468,176822.11
2469,176822.11
2470,176822.11
2471,176822.11
2472,176822.11
2473,176822.11
2474,176822.11
2475,176822.11
2476,176822.11
2477,176822.11
2478,176822.11
2479,176822.11
2480,176822.11
2481,176822.11
2482,176822.11
2483,176822.11
2484,176822.11
2485,176822.11
2486,176822.11
2487,176822.11
2488,176822.11
2489,176822.11
2490,176822.11
2491,176822.11
2492,176822.11
2493,176822.11
2494,176822.11
2495,176822.11
2496,176822.11
2497,176822.11
2498,176822.11
2499,176822.11
2500,176822.11
2501,176822.11
2502,176822.11
2503,176822.11
2504,176822.11
2505,176822.11
2506,176822.11
2507,176822.11
2508,176822.11
2509,176822.11
2510,176822.11
2511,176822.11
2512,176822.11
2513,176822.11
2514,176822.11
2515,176822.11
2516,176822.11
2517,176822.11
2518,176822.11
2519,176822.11
2520,176822.11
2521,176822.11
2522,176822.11
2523,176822.11
2524,176822.11
2525,176822.11
2526,176822.11
2527,176822.11
2528,176822.11
2529,176822.11
2530,176822.11
2531,176822.11
2532,176822.11
2533,176822.11
2534,176822.11
2535,176822.11
2536,176822.11
2537,176822.11
2538,176822.11
2539,176822.11
2540,176822.11
2541,176822.11
2542,176822.11
2543,176822.11
2544,176822.11
2545,176822.11
2546,176822.11
2547,176822.11
2548,176822.11
2549,176822.11
2550,176822.11
2551,176822.11
2552,176822.11
2553,176822.11
2554,176822.11
2555,176822.11
2556,176822.11
2557,176822.11
2558,176822.11
2559,176822.11
2560,176822.11
2561,176822.11
2562,176822.11
2563,176822.11
2564,176822.11
2565,176822.11
2566,176822.11
2567,176822.11
2568,176822.11
2569,176822.11
2570,176822.11
2571,176822.11
2572,176822.11
2573,176822.11
2574,176822.11
2575,176822.11
2576,176822.11
2577,176822.11
2578,176822.11
2579,176822.11
2580,176822.11
2581,176822.11
2582,176822.11
2583,176822.11
2584,176822.11
2585,176822.11
2586,176822.11
2587,176822.11
2588,176822.11
2589,176822.11
2590,176822.11
2591,176822.11
2592,176822.11
2593,176822.11
2594,176822.11
2595,176822.11
2596,176822.11
2597,176822.11
2598,176822.11
2599,176822.11
2600,176822.11
2601,176822.11
2602,176822.11
2603,176822.11
2604,176822.11
2605,176822.11
2606,176822.11
2607,176822.11
2608,176822.11
2609,176822.11
2610,176822.11
2611,176822.11
2612,176822.11
2613,176822.11
2614,176822.11
2615,176822.11
2616,176822.11
2617,176822.11
2618,176822.11
2619,176822.11
2620,176822.11
2621,176822.11
2622,176822.11
2623,176822.11
2624,176822.11
2625,176822.11
2626,176822.11
2627,176822.11
2628,176822.11
2629,176822.11
2630,176822.11
2631,176822.11
2632,176822.11
2633,176822.11
2634,176822.11
2635,176822.11
2636,176822.11
2637,176822.11
2638,176822.11
2639,176822.11
2640,176822.11
2641,176822.11
2642,176822.11
2643,176822.11
2644,176822.11
2645,176822.11
2646,176822.11
2647,176822.11
2648,176822.11
2649,176822.11
2650,176822.11
2651,176822.11
2652,176822.11
2653,176822.11
2654,176822.11
2655,176822.11
2656,176822.11
2657,176822.11
2658,176822.11
2659,176822.11
2660,176822.11
2661,176822.11
2662,176822.11
2663,176822.11
2664,176822.11
2665,176822.11
2666,176822.11
2667,176822.11
2668,176822.11
2669,176822.11
2670,176822.11
2671,176822.11
2672,176822.11
2673,176822.11
2674,176822.11
2675,176822.11
2676,176822.11
2677,176822.11
2678,176822.11
2679,176822.11
2680,176822.11
2681,176822.11
2682,176822.11
2683,176822.11
2684,176822.11
2685,176822.11
2686,176822.11
2687,176822.11
2688,176822.11
2689,176822.11
2690,176822.11
2691,176822.11
2692,176822.11
2693,176822.11
2694,176822.11
2695,176822.11
2696,176822.11
2697,176822.11
2698,176822.11
2699,176822.11
2700,176822.11
2701,176822.11
2702,176822.11
2703,176822.11
2704,176822.11
2705,176822.11
2706,176822.11
2707,176822.11
2708,176822.11
2709,176822.11
2710,176822.11
2711,176822.11
2712,176822.11
2713,176822.11
2714,176822.11
2715,176822.11
2716,176822.11
2717,176822.11
2718,176822.11
2719,176822.11
2720,176822.11
2721,176822.11
2722,176822.11
2723,176822.11
2724,176822.11
2725,176822.11
2726,176822.11
2727,176822.11
2728,176822.11
2729,176822.11
2730,176822.11
2731,176822.11
2732,176822.11
2733,176822.11
2734,176822.11
2735,176822.11
2736,176822.11
2737,176822.11
2738,176822.11
2739,176822.11
2740,176822.11
2741,176822.11
2742,176822.11
2743,176822.11
2744,176822.11
2745,176822.11
2746,176822.11
2747,176822.11
2748,176822.11
2749,176822.11
2750,176822.11
2751,176822.11
2752,176822.11
2753,176822.11
2754,176822.11
2755,176822.11
2756,176822.11
2757,176822.11
2758,176822.11
2759,176822.11
2760,176822.11
2761,176822.11
2762,176822.11
2763,176822.11
2764,176822.11
2765,176822.11
2766,176822.11
2767,176822.11
2768,176822.11
2769,176822.11
2770,176822.11
2771,176822.11
2772,176822.11
2773,176822.11
2774,176822.11
2775,176822.11
2776,176822.11
2777,176822.11
2778,176822.11
2779,176822.11
2780,176822.11
2781,176822.11
2782,176822.11
2783,176822.11
2784,176822.11
2785,176822.11
2786,176822.11
2787,176822.11
2788,176822.11
2789,176822.11
2790,176822.11
2791,176822.11
2792,176822.11
2793,176822.11
2794,176822.11
2795,176822.11
2796,176822.11
2797,176822.11
2798,176822.11
2799,176822.11
2800,176822.11
2801,176822.11
2802,176822.11
2803,176822.11
2804,176822.11
2805,176822.11
2806,176822.11
2807,176822.11
2808,176822.11
2809,176822.11
2810,176822.11
2811,176822.11
2812,176822.11
2813,176822.11
2814,176822.11
2815,176822.11
2816,176822.11
2817,176822.11
2818,176822.11
2819,176822.11
2820,176822.11
2821,176822.11
2822,176822.11
2823,176822.11
2824,176822.11
2825,176822.11
2826,176822.11
2827,176822.11
2828,176822.11
2829,176822.11
2830,176822.11
2831,176822.11
2832,176822.11
2833,176822.11
2834,176822.11
2835,176822.11
2836,176822.11
2837,176822.11
2838,176822.11
2839,176822.11
2840,176822.11
2841,176822.11
2842,176822.11
2843,176822.11
2844,176822.11
2845,176822.11
2846,176822.11
2847,176822.11
2848,176822.11
2849,176822.11
2850,176822.11
2851,176822.11
2852,176822.11
2853,176822.11
2854,176822.11
2855,176822.11
2856,176822.11
2857,176822.11
2858,176822.11
2859,176822.11
2860,176822.11
2861,176822.11
2862,176822.11
2863,176822.11
2864,176822.11
2865,176822.11
2866,176822.11
2867,176822.11
2868,176822.11
2869,176822.11
2870,176822.11
2871,176822.11
2872,176822.11
2873,176822.11
2874,176822.11
2875,176822.11
2876,176822.11
2877,176822.11
2878,176822.11
2879,176822.11
2880,176822.11
2881,176822.11
2882,176822.11
2883,176822.11
2884,176822.11
2885,176822.11
2886,176822.11
2887,176822.11
2888,176822.11
2889,176822.11
2890,176822.11
2891,176822.11
2892,176822.11
2893,176822.11
2894,176822.11
2895,176822.11
2896,176822.11
2897,176822.11
2898,176822.11
2899,176822.11
2900,176822.11
2901,176822.11
2902,176822.11
2903,176822.11
2904,176822.11
2905,176822.11
2906,176822.11
2907,176822.11
2908,176822.11
2909,176822.11
2910,176822.11
2911,176822.11
2912,176822.11
2913,176822.11
2914,176822.11
2915,176822.11
2916,176822.11
2917,176822.11
2918,176822.11
2919,176822.11
