Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,SalePrice
10,-0.0,0.24953921,-0.0,0.45754194,0.4820672,0.68687177,0.25294647,-0.0,-0.0,-0.0,0.057704177,0.16531551,0.16697048,-0.0,-0.0,0.14562067,0.33695433,-0.0,0.33562386,-0.0,0.37755004,0.33641794,0.26221806,-0.0,0.9893004,0.25388554,0.28157565,0.0041283933,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0959711,0.530017,0.7664117,1.0022966,0.9987051,0.97570896,0.9862711,-0.0,1.022757,-0.0,0.7788404,0.2620311,0.28904745,-0.0,0.2772247,-0.0,0.14263447,0.41721743,0.40576553,0.50524944,1.0018488,1.0192953,0.19736053,0.73982036,0.77869314,0.766147,0.6550228,0.82834595,0.20036295,-0.0,1.0054578,0.81756103,0.9770748,0.98498327,0.9923334,0.8214062,0.63551676,0.8040154,0.80294836,1.0082464,1.0022259,1.0001625,1.0003479,1.0033189,0.80351794,0.13371511
11,0.24158871,0.2810609,-0.0,0.8953672,0.49159285,0.9730878,0.9337535,0.1535298,-0.0,-0.0,0.08068606,0.19233908,0.19007678,0.55026466,-0.0,0.37736118,0.3443468,-0.0,1.0040667,-0.0,0.5125789,0.33711168,0.75278246,0.6874392,1.0049707,0.74670774,0.5315293,0.18218079,0.041728027,-0.0,-0.0,-0.0,-0.0,-0.0,0.54808986,-0.0,0.7533954,1.005013,1.0039907,-0.0,0.9781011,-0.0,1.0052422,-0.0,0.6646192,0.25442567,0.28793216,-0.0,0.7131854,-0.0,0.14185481,0.98264885,1.0002321,0.7626331,-0.0,1.0102175,0.39509022,-0.0,0.7590422,0.7666104,0.32816586,0.82856774,0.20005402,-0.0,1.0022227,0.81074405,-0.0,0.9885192,0.36849204,0.48675817,-0.0,0.79804534,0.80501425,0.9942096,1.0019574,1.001844,0.99873793,0.732224,0.9947673,0.42470556
12,-0.0,0.012947459,-0.0,0.45027143,0.61297,0.6635225,0.2013268,-0.0,-0.0,-0.0,0.07776168,0.15366106,0.13688543,-0.0,-0.0,0.11902267,0.34373406,-0.0,0.33730757,-0.0,0.25764936,0.33750513,0.17398895,-0.0,0.9853636,0.25506982,0.2608419,0.17516336,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.73633265,0.5222222,0.7582031,1.0041009,0.99889755,0.30284783,0.9922124,-0.0,1.0198262,-0.0,0.7873617,0.2643172,0.28945488,-0.0,0.28338048,-0.0,0.14327195,0.4168926,0.6730483,0.51000273,0.9977806,1.0135998,0.19453494,0.7402927,0.7691597,0.7624238,-0.0,0.83025056,0.20213795,0.9950365,1.0024229,0.8128392,0.98580253,0.99093324,1.001103,0.82980216,0.6430374,0.8005393,0.8020414,1.0067133,1.0003005,1.0082686,1.0041296,1.0011935,0.8010794,0.1493353
13,-0.0,0.30543634,-0.0,0.67274195,0.49168244,0.98448646,0.9600153,0.16414128,-0.0,-0.0,0.6450789,0.24595323,0.26300514,-0.0,-0.0,0.21995209,-0.0,-0.0,0.66890615,-0.0,0.38669923,0.33403552,0.41973147,0.34684515,1.0058975,0.75238466,0.6103286,0.19457391,0.064572975,-0.0,-0.0,-0.0,-0.0,-0.0,0.63973325,0.25995433,0.75688535,1.006232,0.9973165,-0.0,0.9766092,-0.0,1.0130243,-0.0,0.19968037,0.25604513,0.2904079,-0.0,0.27839693,-0.0,0.14206319,0.8433047,0.8655741,0.7613638,0.66304445,1.0129699,0.40410095,0.49339926,0.7692274,-0.0,0.8297241,0.8261354,0.19945925,-0.0,1.0010476,0.81224185,0.647606,0.99186045,0.38425654,0.15659796,0.3004075,0.7977378,0.80772674,1.004755,1.0019695,1.0074642,1.003784,0.7206637,0.9957627,0.33091113
14,-0.0,0.009513836,-0.0,0.55930924,0.49462003,0.64369786,0.17016587,0.11006857,-0.0,-0.0,0.22505897,0.20729384,0.21125387,-0.0,-0.0,0.17877917,0.3468474,-0.0,0.33314598,0.51342314,0.25667107,0.33788043,0.25361237,0.33440307,0.9783076,0.2552359,0.25889686,-0.0,0.3905989,0.3163598,-0.0,-0.0,-0.0,-0.0,0.3785815,0.5151677,0.75181466,1.0015621,0.99788857,-0.0,0.99447954,-0.0,0.013647921,-0.0,0.49572238,0.2620669,0.2890818,-0.0,0.27860633,-0.0,0.1434495,0.5746229,0.54579234,0.2603134,1.000093,1.0088999,0.19611672,0.7439622,0.7656926,0.764405,0.15573534,0.82867575,0.2012986,1.0169535,1.0012227,0.807248,0.99117535,0.99116486,0.20117459,0.16498327,0.31013334,0.8011593,0.798265,1.0028366,0.99835664,0.24768381,1.0056398,0.9996341,0.80103755,0.16617845
15,0.14200586,0.1863047,-0.0,0.66848737,0.86639583,0.42325518,0.8488141,-0.0,-0.0,-0.0,0.35897556,0.13102455,0.123089105,-0.0,-0.0,0.11238278,-0.0,-0.0,0.3300512,-0.0,0.2557416,0.34213063,0.2568815,-0.0,0.9823967,0.505051,0.41671282,0.054590788,0.20762761,-0.0,-0.0,-0.0,-0.0,-0.0,0.5578025,0.26312384,1.0107944,1.0039455,1.0016716,0.9773637,0.98884517,-0.0,0.00765837,-0.0,0.1181985,0.26108068,0.2848959,-0.0,0.14039597,-0.0,0.14041676,0.92012364,0.9377347,0.50518674,1.0110044,1.0208517,-0.0,0.7424248,0.7745183,0.7627637,0.82530844,0.8266349,0.20229769,-0.0,1.0048592,0.011757538,0.9923433,0.9905701,1.0090957,0.8301618,0.6444453,0.80993456,0.79791665,1.0013323,0.9999291,-0.0,1.0047923,1.0026304,0.8018955,0.13409622
16,-0.0,0.007470683,-0.0,0.56681913,0.73544884,0.7244996,0.3408543,0.09262135,-0.0,-0.0,0.18186775,0.16338247,0.15384993,-0.0,-0.0,0.13298914,0.34498924,-0.0,0.33686867,-0.0,0.25766405,0.3388581,0.25807387,0.33672932,0.9859022,0.50717634,0.349892,-0.0,0.0022088047,-0.0,-0.0,-0.0,-0.0,-0.0,0.19260725,1.0379753,0.76244146,1.0003873,0.9969636,-0.0,0.98487186,-0.0,0.26008937,-0.0,0.49633104,0.25510806,0.2857446,-0.0,0.28397116,-0.0,0.14151932,0.9207098,0.94035006,0.25637457,1.0011773,1.0196735,0.19982181,0.74316436,0.77192736,0.7613082,-0.0,0.8331566,0.20138213,-0.0,0.99892026,0.81064326,0.98378956,0.9880207,0.7878619,0.16316932,-0.0,0.7980358,0.7962469,0.9995695,0.9981095,1.004802,0.50582945,1.0006337,0.8015485,0.1596708
17,0.41698408,0.24486223,-0.0,0.3471325,0.48635027,0.7057576,0.2939083,-0.0,-0.0,-0.0,-0.0,-0.0,0.21969177,-0.0,-0.0,0.19015145,-0.0,-0.0,0.6759652,-0.0,0.26718125,0.6585548,0.3407464,-0.0,0.9823377,0.5074162,0.37470916,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.82013434,0.0053906087,0.7696883,1.0068693,1.0044532,0.97741354,0.99022615,-0.0,1.014661,-0.0,0.79024917,0.25819224,0.28836673,0.47581032,0.29082194,-0.0,0.14172621,0.55554104,0.54623425,0.515286,1.0031953,1.0172195,0.6081545,0.9969273,1.0245212,1.0132946,0.99095404,0.99327284,0.20238009,0.9869344,0.9983593,0.81260455,0.98279077,0.9896322,0.98322684,0.6604362,0.6417818,0.80804527,0.80485976,1.0097493,0.9945489,0.99989444,0.5124157,1.0043873,0.8003769,0.077282175
18,-0.0,0.23250017,-0.0,0.45227993,0.48655832,0.9720732,0.9059985,-0.0,-0.0,-0.0,0.20435059,0.18472587,0.18285856,-0.0,-0.0,0.15568897,0.34239948,-0.0,0.33467376,0.5142094,0.38318452,0.33746025,0.33965492,-0.0,1.0058607,0.50491637,0.42041427,0.0027894643,0.18868712,-0.0,-0.0,-0.0,-0.0,-0.0,0.46038398,0.5197964,0.7635046,1.0050926,0.9990685,0.97949433,0.98977476,-0.0,1.0149581,-0.0,0.8291857,0.6356828,0.28272134,-0.0,0.2849047,-0.0,0.14092542,0.85080355,0.87195635,0.5090126,1.0036373,1.0156336,0.39190066,0.7466297,0.7732441,0.76078856,0.32263044,0.83077353,0.20025003,-0.0,1.0059557,0.8175938,0.64636844,0.9971472,0.9957192,0.8300734,0.64235055,0.80652857,0.8040668,1.0051532,1.0013931,1.0073396,1.0057005,1.0050238,0.8015375,0.17196895
19,-0.0,0.24180849,-0.0,0.45044112,0.6134999,0.63758373,0.25270844,-0.0,-0.0,-0.0,0.22742222,0.17184716,0.2380088,-0.0,-0.0,0.19604279,-0.0,-0.0,0.33349857,-0.0,0.3868572,0.33578232,0.33684438,-0.0,0.9747046,0.25327325,0.22370937,0.0034606424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3667299,0.7697365,0.760956,1.0010954,0.9941206,0.97383094,0.9889953,-0.0,1.0181193,-0.0,0.4929537,0.2611597,0.2862845,-0.0,0.27731672,-0.0,0.14205037,0.20439146,0.6734285,0.51082814,0.99604434,1.0139695,0.19930089,0.7358837,0.7700134,0.7564527,0.4874831,0.82913107,0.19945264,0.9919046,0.9993023,0.8132274,0.98544294,0.32585454,0.9984982,0.17464642,0.65010905,0.80058014,0.80285764,1.006515,0.9984807,0.5095427,1.0030156,-0.0,-0.0,0.14149846
20,0.23499377,0.3388929,-0.0,0.78191227,0.49314246,0.98106027,0.94010085,0.20948702,-0.0,-0.0,0.50241786,0.18722808,0.18764952,0.58692294,-0.0,0.38830662,-0.0,-0.0,0.99904215,0.5078012,0.508004,0.3354759,0.5847609,0.34604633,1.0117795,0.7563303,0.6167801,0.28823435,0.28914267,-0.0,-0.0,-0.0,-0.0,-0.0,0.91416425,0.0047715027,0.7593067,1.0068067,1.002237,-0.0,0.98399997,-0.0,0.0044372007,-0.0,0.66193986,0.2581477,0.28740045,-0.0,0.7072433,-0.0,0.14318453,0.8484562,0.8686729,0.26153183,0.66546214,1.0215712,0.4026162,-0.0,0.76708895,-0.0,0.827708,0.8278691,0.19968277,0.0023384758,1.0039191,0.81248033,0.652683,0.9926517,0.38668436,0.4911666,0.29915622,0.8034926,0.8063512,1.0005463,1.0024496,1.0032967,1.0036142,0.7349891,0.9978298,0.39733103
21,0.14455546,0.2018535,-0.0,0.668076,0.7449397,0.43222016,-0.0,-0.0,-0.0,-0.0,0.27239996,0.09945763,0.1780799,-0.0,-0.0,0.14731751,-0.0,-0.0,0.33135417,-0.0,0.379221,0.3376109,0.34545243,0.3400646,0.9555942,0.2564572,0.20508595,-0.0,-0.0,0.3556903,-0.0,-0.0,-0.0,-0.0,0.46292308,0.26740408,1.0159405,1.00698,-0.0,0.97637177,-0.0,-0.0,1.0051501,-0.0,0.37307265,0.25058645,0.29178554,-0.0,0.13186821,-0.0,0.14015763,0.91193295,0.9298003,0.52084076,1.0199938,1.0151298,0.38709682,0.7495838,0.77657205,0.76360583,0.8298892,0.82537884,0.20042634,0.002422563,0.9901463,0.21833232,0.6490123,0.9838415,0.4011524,0.16492398,0.64776176,0.8096554,0.81004536,-0.0,0.99049336,-0.0,0.9988399,1.000761,0.8069643,0.15111667
22,-0.0,0.2547073,-0.0,0.7867413,0.485747,0.95797396,0.87704366,0.15151805,-0.0,-0.0,0.7658166,0.2885618,0.33423355,-0.0,-0.0,0.2760077,-0.0,-0.0,0.6677294,-0.0,0.3845424,0.34049484,0.41730163,0.34595457,0.9992213,0.5032571,0.38819414,0.20505723,0.29521248,-0.0,-0.0,-0.0,-0.0,-0.0,0.7370811,0.518497,0.7614176,1.0028368,1.0003139,0.9830433,0.985722,-0.0,1.0166016,-0.0,0.2023854,0.25519356,0.2853837,-0.0,0.27634966,-0.0,0.14207727,0.84803414,0.872712,0.25891224,0.6680962,1.0174595,0.40038437,0.5009745,0.7710425,0.76331407,0.82826614,0.8317781,0.20103198,-0.0,1.0045644,0.81278855,0.652344,0.99558204,0.3915519,0.16035844,0.3041271,0.8077097,0.80239975,1.0031899,1.0005497,1.0065967,1.004709,1.0026699,0.7984184,0.26759642
23,0.5864623,0.1556448,-0.0,0.44895524,0.7371025,0.7666377,0.43385977,-0.0,-0.0,-0.0,0.08836329,0.1684897,0.16657747,-0.0,-0.0,0.13826483,0.34469628,-0.0,0.33293906,-0.0,0.38934103,0.3472051,0.33273008,0.3385985,0.98206246,0.49936375,0.413019,0.11815402,0.20167871,-0.0,-0.0,-0.0,-0.0,-0.0,0.45623317,0.2550684,1.0111285,0.99654037,0.99549377,0.97434723,0.9852479,-0.0,1.0075569,-0.0,0.41100362,0.25683397,0.29032063,0.9745633,0.2834952,-0.0,0.14260012,0.3434732,0.33732677,0.51316947,1.0043218,1.0100392,0.39891428,0.49783236,0.76484644,0.76709026,0.32119206,0.83098024,0.20161751,0.9947939,0.99581397,0.8160695,0.9876394,0.9904843,0.79213655,0.16138889,0.65595037,0.7956197,0.8008549,1.0012933,0.9925096,1.0013965,1.0088143,0.99588495,0.796191,0.13058046
24,-0.0,0.013047224,-0.0,0.4526049,0.85771805,0.70058346,0.8543847,-0.0,-0.0,-0.0,0.09189312,0.17758171,0.16979143,-0.0,-0.0,0.1524603,0.35104704,-0.0,0.32586604,-0.0,0.3829556,0.339731,0.34339285,0.34030795,0.9813565,0.2559708,0.201236,0.48992637,0.16771466,-0.0,-0.0,-0.0,-0.0,-0.0,0.36124614,1.0274569,0.75917274,1.0042721,0.99928457,-0.0,0.9831431,-0.0,1.0130758,-0.0,0.78367627,0.25289336,0.28834102,-0.0,0.28276318,-0.0,0.14128673,0.61500984,0.6581099,0.4968924,1.0024563,0.5248776,0.1846773,0.73804027,0.77304775,0.49189317,0.6487007,-0.0,0.19902813,-0.0,1.0001794,0.8100053,0.65571934,0.99204177,0.7836932,0.15291886,0.6503648,0.8069493,0.7981193,1.0026249,0.9962834,0.50733024,0.99912053,1.0008295,0.7977178,0.1702357
25,-0.0,0.3698592,-0.0,0.78544885,0.4860315,0.99482465,0.957568,0.3767087,-0.0,-0.0,0.67132026,0.2554013,0.28778625,-0.0,-0.0,0.2414864,-0.0,-0.0,0.66765577,-0.0,0.38337854,0.3387913,0.41780832,0.34595254,1.0074716,0.7525444,0.63873035,-0.0,0.10523175,-0.0,-0.0,-0.0,-0.0,-0.0,0.55501485,0.77316,0.7610559,1.00343,0.9980007,0.9825435,0.9837618,-0.0,0.0016564503,-0.0,0.66539043,0.2583031,0.28313845,-0.0,0.27850917,-0.0,0.14163941,0.85147923,0.87359846,0.7588214,0.66601104,1.0186356,0.39724487,0.50329167,0.7737912,0.7705438,0.825888,0.8295888,0.20118135,-0.0,1.0045298,0.8151263,0.6518554,0.99285364,0.387015,0.15063827,0.30010423,0.807995,0.8012085,1.0039996,1.0005761,1.0031123,1.0038608,1.0023588,0.7977873,0.30283594
26,-0.0,0.20607947,-0.0,0.4427492,0.73768616,0.58028007,0.8272344,-0.0,-0.0,-0.0,0.07892077,0.15316378,0.13080865,-0.0,-0.0,0.115716174,-0.0,-0.0,0.33771536,-0.0,0.38516024,0.33880052,0.2532657,-0.0,0.98808384,0.49985752,0.41679734,0.2734618,0.05702752,-0.0,-0.0,-0.0,-0.0,-0.0,0.3672058,1.0151241,0.7544215,1.004861,0.99920845,0.98084664,0.9890235,-0.0,-0.0,-0.0,0.503707,0.25689638,0.28293332,-0.0,0.28576472,-0.0,0.14233026,0.9104337,0.929001,0.50589305,1.001722,1.0150584,0.18255886,0.7534215,0.7668654,0.4945675,0.14997876,0.66533023,0.20081714,1.0012105,1.0003492,0.8135993,0.6561351,0.9881955,0.9921364,0.81995827,0.64038557,0.8046382,0.79819226,1.0010716,0.9988638,1.0061516,1.0016131,1.0011148,0.7955596,0.13456225
27,-0.0,0.33261308,-0.0,0.7839935,0.4852346,0.9900042,0.9686999,0.10214175,-0.0,-0.0,0.20920071,0.27921134,0.31349626,-0.0,-0.0,0.26292887,0.34398037,-0.0,0.66984695,-0.0,0.38359633,0.33611223,0.4207306,0.34660748,1.0029463,0.750947,0.5568904,-0.0,0.092770256,-0.0,-0.0,-0.0,-0.0,-0.0,0.36651507,1.0317034,0.76157176,1.0038093,0.9975082,0.98062855,0.98634756,-0.0,1.0132357,-0.0,0.66405785,0.25575057,0.2852176,-0.0,0.2790945,-0.0,0.14092246,0.84926045,0.8738887,0.76087767,0.6682775,1.0174077,0.3944193,-0.0,0.7704751,0.77529496,0.3221704,0.83288383,0.20120528,-0.0,1.0022453,0.81233877,0.65191925,0.99209243,0.3807973,0.15182267,0.2991688,0.8048339,0.8037056,1.0020996,0.9995269,1.005816,1.0018916,1.0031899,0.79694986,0.36941656
