Id,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageYrBlt,MasVnrArea,Fireplaces,BsmtFinSF1,LotFrontage,WoodDeckSF,OpenPorchSF,HalfBath,LotArea,BsmtFullBath,BedroomAbvGr,ScreenPorch,PoolArea,MoSold,3SsnPorch,1stFlrSF,2ndFlrSF,CentralAir,KitchenQual,SaleType,RoofStyle,Condition1,Foundation,HeatingQC,Electrical,LotShape,LandContour,BsmtQual,GarageFinish,GarageType,BsmtFinType1,BsmtExposure,GarageQual,MSZoning,LandSlope,Heating,HouseStyle,ExterQual,Street,Utilities,LotConfig,Neighborhood,Condition2,BldgType,RoofMatl,Exterior1st,ExterCond,Exterior2nd,MasVnrType,BsmtCond,BsmtFinType2,Functional,GarageCond,PavedDrive,MSSubClass,SaleCondition,SalePrice
10,1004.2845,0.98556674,374.55603,994.59845,0.97881854,4.847684,1965.8214,1965.712,1961.3208,-1,-0,905.6283,68.28587,5.0214906,-0,-0,9225.555,1.0033866,2.8638735,-0,-0,2.1295028,-0,1026.47,-0,1.0005536,2.992033,7.9867973,2.9916172,2.0335114,0.9671393,0.0026454886,3.995458,2.9482675,2.979763,2.9722245,1.9938323,5.024029,4.019508,3.0231798,4.0075693,3.0154243,-0,0.99607587,2.0911016,2.9875238,1.0021931,-0,3.95452,18.886564,1.9711474,-0,0.97994006,5.9703684,4.000601,5.9770403,2.0184593,3.0117817,4.9805593,6.0264144,3.9718733,2.002984,-0,4.0245056,131181.06
11,2305.4497,2.9837465,726.9538,1101.0741,2.9988835,10.882857,2006.321,2006.6792,2006.4615,-1,2.0214102,995.4568,84.456184,155.48119,-0,-0,10618.623,1.0227606,3.8874502,-0,-0,7.070738,-0,1177.1749,1123.485,1.0022136,-0,6.032128,2.998157,2.037694,1.9725764,-0,3.9807277,-0,3.0157893,-0,-0,2.9841905,2.046344,3.0045762,3.995531,3.0140152,-0,1.0002005,5.145551,-0,1.003276,-0,3.9727304,15.830129,1.9724951,-0,0.9799778,13.977143,4.012298,14.985795,3.0073426,3.0278003,4.9859514,6.041108,4.0265183,2.0334153,5.1136627,5.0087757,352725.25
12,877.0536,0.97731394,346.20572,857.703,0.9937762,3.8758073,1963.0703,1963.0515,1961.9834,-1,-0,735.7294,-1,146.85158,-0,-0,11603.826,0.9837182,1.8764468,-0,-0,9.050236,-0,895.69464,-0,0.9990771,3.0144367,8.001841,2.9919953,2.0339458,0.97537506,4.0287952,3.9853263,0.94706833,2.9944763,2.9890332,1.9965742,5.0177093,0.021309463,3.0416574,3.9974828,3.0186324,-0,0.99662215,2.1335425,2.99215,1.0022829,-0,3.962732,18.870926,1.9578068,-0,0.9787955,6.005043,4.0010886,9.97369,2.0165823,3.0052938,4.9856105,6.0204754,4.016489,2.0160701,-0,4.0230966,148658.34
13,1451.0015,2.956954,831.08514,1446.1707,1.9872203,6.8379993,2007.0809,2007.7965,2005.4744,-1,0.9767559,-0,90.32773,167.5348,-0,-0,9097.46,-0,2.8570683,-0,-0,8.205685,-0,1477.9755,-0,0.9989706,1.9974399,6.0192027,0.9906502,2.051917,1.9615631,-0,3.9832103,-0,3.0015929,1.9754392,1.0142554,1.0132766,5.054985,-0,3.9998217,3.0240316,-0,0.9958458,2.1204066,1.9900668,1.0015315,-0,3.9967446,4.760624,1.959656,-0,0.97246325,12.013667,3.9914644,12.930529,3.0332775,3.010674,4.9793367,6.0130877,4.0150995,2.018692,-0,4.990349,284146
14,1209.4124,0.96764946,342.7659,1212.3286,0.9811679,4.841326,1960.9238,1961.069,1957.1304,-1,0.9840737,749.41125,-1,0.8385806,-0,1.0078987,9474.293,1.00522,1.8729504,-0,-0,5.1147637,-0,1238.0732,-0,1.0003222,3.0148172,7.9930325,3.0043387,2.0385032,0.96981955,4.0333834,3.9749646,-0,3.002256,2.9673731,0.98461676,0.99914837,0.9985741,3.0111318,3.9915175,3.0101295,-0,0.998873,2.1505537,2.9923124,1.0011454,-0,-0,11.874151,1.9612546,-0,0.97913677,7.959224,3.9945846,7.8965225,1.0170968,2.9922094,4.9824123,6.013551,4.010563,2.0165331,0.03044676,4.016583,160778
15,833.83575,1.9679338,561.35876,793.3742,0.9793527,4.871622,1930.1571,2002.001,1962.1289,-1,-0,-0,50.952667,49.856796,-0,-0,4850.67,-0,1.8699551,-0,-0,7.24018,-0,830.72095,-0,0.9984257,2.9943593,8.0038805,1.008219,2.029573,-0,-0,-0,2.9469693,2.9951353,2.9729245,2.0071652,5.02405,4.94708,3.0134864,4.002425,4.0140533,-0,0.9928894,1.0773239,2.9804716,1.0014762,-0,-0,2.852395,1.9726878,-0,0.9805402,13.035357,4.0067387,14.029234,2.0436792,2.989181,4.982115,6.033663,4.010474,1.9942503,3.0652907,4.030673,132166.77
16,980.98517,1.9712001,470.0373,966.3372,0.9988838,4.8945656,1970.6453,1970.6064,1969.2759,-1,0.9991667,596.17224,-1,3.7585087,-0,-0,9980.148,0.99662715,1.9272715,-0,-0,3.1109529,-0,990.76,-0,0.9994238,3.0116343,7.9776387,0.99720573,2.0287719,0.97638786,-0,3.9783387,-0,3.0040817,2.9869316,-0,1.0159727,-0,3.0152988,3.995376,3.010181,-0,0.99833965,2.1421142,2.9992924,1.0007768,-0,0.9645302,11.976782,1.9770541,-0,0.98061645,12.9930725,4.004171,13.992618,1.0286413,3.0014095,4.9816437,6.0425463,4.002897,2.0057907,0.08502526,4.002171,152698.4
17,1240.2992,1.9675217,505.01404,-0,1.9702502,5.811072,1968.3577,1968.5541,1966.568,-1,-0,-0,71.61792,5.50242,-0,-0,8675.663,-0,1.8164339,-0,-0,10.228252,-0,1266.7444,-0,0.9937339,2.9900184,7.997857,1.0095611,2.0425646,2.979362,4.000275,3.9837325,2.9455743,2.9832897,3.9597924,1.9838355,3.9976883,6.060259,4.022194,3.9798312,3.0099194,-0,0.9897144,2.1287339,2.9759445,0.99876744,-0,3.951765,18.783497,1.9462907,-0,0.97774994,7.95263,4.002183,7.8976793,2.0407176,3.9623036,5.9846444,5.9987707,4.00842,2.0094733,10.072728,4.0332413,94185.64
18,1079.6782,1.9731454,566.098,1072.8083,0.98918927,5.873674,2004.877,2004.7062,1996.5265,-1,-0,651.19037,65.04151,3.7835639,-0,1.0000072,12285.846,1.0098467,2.901649,-0,-0,6.209246,-0,1093.1642,-0,0.9988501,2.0055773,7.9990883,0.99447775,5.034924,1.9781922,-0,3.988322,2.9642904,2.9869373,2.9874814,2.0098515,5.0196314,1.9875605,3.0217621,4.001413,3.0174198,-0,0.9940776,2.0791304,2.9851484,1.0002953,-0,3.9788656,19.991428,1.9559835,-0,0.97933567,12.081735,3.997346,13.064761,2.0273643,3.011719,4.9871817,6.0267963,4.0077953,2.0026207,-0,4.0207143,161133.6
19,1304.4381,0.96261895,281.0455,978.6343,0.98934853,5.8865085,1958.408,1966.0398,1947.5282,-1,-0,499.69794,69.95407,1.6643335,-0,-0,6803.5225,-0,2.8682017,-0,-0,5.108983,-0,1331.4631,-0,0.9992382,3.018703,-0,3.002676,2.020768,0.95162797,4.0671287,3.9758248,2.9542656,2.9953887,2.9675326,1.9988067,1.0020478,3.0726385,3.0341716,3.9918609,3.011933,-0,0.9963253,2.0690749,3.0038502,1.000902,-0,3.956119,11.827494,1.9628258,-0,0.97011733,2.9797556,4.000403,9.977669,2.0003324,2.9840536,5.0214176,2.0110793,4.0102882,2.0156379,-0,-0,141204.22
20,2351.9478,2.9522305,841.8892,1126.8129,2.9790573,8.8455305,2006.39,2007.3182,2014.3142,-1,0.98633707,-0,101.516754,247.04115,-0,1.0029854,11932.887,-0,3.8369923,-0,-0,11.1831875,-0,1141.3651,1203.623,1.0023801,1.9908922,5.9856834,1.0055311,2.0767531,1.9582827,-0,3.9933152,-0,2.998011,-0,1.0065942,3.0020165,5.003806,-0,4.0025125,3.0192327,-0,1.0096151,5.156806,1.9899943,1.0008792,-0,-0,15.878737,1.9807605,-0,0.9680259,12.013946,3.9944181,12.894061,1.0340898,3.0006042,4.9895763,6.0357156,4.0012364,2.008802,5.0890236,5.016922,329095.47
21,1086.8081,0.9929223,279.4776,581.2871,0.9844686,5.8500137,1931.0798,1950.2509,1930.3798,-1,0.9781066,-0,57.0936,1.1074336,-0,-0,6657.0933,-0,2.850368,-0,-0,6.139606,-0,1104.9694,-0,0.99769115,1.9981325,8.01033,1.0016189,2.052399,1.9564606,-0,1.026033,2.9435103,-0,2.968756,2.0079327,1.0068797,5.0244746,3.0394614,3.9896605,4.023908,-0,0.9877099,1.0716839,3.008891,0.9969062,-0,3.9895244,8.914214,1.9751108,-0,0.98351383,13.034555,4.016669,13.981817,2.0162623,3.00227,4.988742,6.0208416,4.000144,-0,2.9634843,4.0069036,141494.84
22,1743.8035,1.9654273,524.0676,1730.1177,1.9869511,6.855304,2002.8489,2002.8484,1992.6738,-1,0.9834085,-0,73.910645,177.99245,-0,-0,8233.888,-0,2.8849554,-0,-0,9.175985,-0,1778.1338,-0,0.9989359,2.006372,7.9975915,3.0057347,2.0502307,1.9656308,-0,3.9898496,2.9619412,2.9917789,1.973556,1.0070742,1.0063518,5.0415716,3.0354033,3.9939165,3.0347881,-0,0.9942608,2.1054444,1.9974064,1.0016869,-0,3.9971406,4.8104954,1.9640589,-0,0.97967255,11.995235,3.9990726,12.984847,1.0128014,3.0025806,5.007721,6.016284,4.0077257,2.0048027,-0,4.011935,233225.67
23,1006.5491,1.9659612,559.8335,980.038,0.96985906,5.807523,1977.1365,1977.7036,1974.6205,-1,0.9720341,829.2607,43.66157,105.02461,-0,-0,2420.888,0.99165606,2.8436687,-0,-0,6.180828,-0,1032.7604,-0,0.9982354,3.003481,7.995828,1.0037471,2.0501301,1.9735913,4.0074983,3.9796817,2.9515622,2.9971926,1.9459226,1.9978783,1.0004299,2.0560315,3.0318372,3.9844108,4.0187697,-0,0.9929371,2.1679144,2.998399,1.0010062,-0,3.9430437,9.767466,1.9630659,-0,0.9753198,4.9512653,4.0150166,4.8884497,2.0255923,3.0150013,5.0049996,6.0142665,4.009817,2.0185246,11.092286,4.0224204,133998.2
24,1016.23724,0.9777852,268.78595,1015.7361,0.9957292,5.8476834,1968.5281,2001.5897,1969.4498,-1,0.9908426,188.47023,-1,411.65036,-0,-0,6701.04,1.0068305,2.8740816,-0,-0,5.114347,-0,1044.4468,-0,1.0010246,2.0033934,8.026568,0.9969301,2.0467205,0.9778838,-0,4.00234,-0,2.9907432,2.9920182,2.017995,1.0020072,4.0147076,2.0382836,3.9881663,3.0253863,-0,0.9940605,2.1049142,3.00151,1.0016721,-0,3.9929712,18.777588,1.9520367,-0,0.97949326,8.996954,1.9995302,10.002596,2.018292,3.0148685,-0,6.0348663,4.020892,2.0028672,-0,4.0252376,158929.5
25,1553.0342,2.9588304,878.60144,1531.655,1.9880644,6.847727,2008.0968,2008.0186,2003.8613,-1,0.99510515,-0,110.03223,2.3765712,-0,-0,12442.842,-0,2.8805442,-0,-0,7.2565804,-0,1575.3872,-0,0.99887496,2.0057898,8.001572,1.0026369,2.0593708,1.962194,-0,3.9816463,2.9464347,2.9999585,1.9623274,1.0015298,1.0091575,5.020587,3.0152378,3.9965134,3.020308,-0,0.99362147,2.1161299,1.9891958,1.0006374,-0,-0,15.85091,1.9648399,-0,0.9681864,11.993505,4.0038853,12.976343,3.0358047,3.0013998,4.9840007,6.024705,4.0085425,2.0049207,-0,4.0204163,258828.4
26,874.9388,1.9652296,561.97034,865.8407,0.9952639,4.879348,1951.728,2000.9164,1975.1993,-1,-0,239.59703,59.19876,226.58626,-0,-0,6163.8022,-0,2.9284678,-0,-0,5.2140985,-0,882.33575,-0,1.0007142,2.0068367,7.9957266,0.99633443,2.0093355,0.9648801,4.037488,3.9896255,2.9509606,2.9912846,2.9899795,2.011015,5.0178547,0.9594052,2.0140648,3.989077,3.0111628,-0,0.99274707,2.0765657,2.9975212,1.002829,-0,-0,11.889913,1.9581323,-0,0.9821815,13.061699,3.9948425,14.057588,2.0265157,2.9931512,3.9838161,6.0194907,4.015451,1.9994384,-0,4.021059,135667.77
27,1668.4305,2.9663773,761.62244,1660.9779,1.9967823,6.858445,2007.9742,2008.8279,2000.0624,-1,0.9891716,1225.7195,98.08994,2.9507492,-0,-0,10499.003,1.0110328,2.8914723,-0,-0,5.174965,-0,1682.2532,-0,0.9987858,2.0107741,8.011528,0.99363273,2.0480225,1.9681647,-0,3.988039,2.964375,2.999796,-0,1.0053762,1.010066,2.0489624,3.0436273,3.9975286,3.0262227,-0,0.9905422,2.1061573,2.0019372,1.0021099,-0,3.9797788,15.904995,1.969575,-0,0.9773253,12.044929,4.00015,12.996584,3.0239656,3.0155306,4.9943337,6.024583,4.007795,2.010386,-0,4.010707,309949.53
28,1546.1038,0.9653772,309.80566,1438.9424,0.98051417,5.780889,1957.8701,1998.5973,1956.2537,-1,1.9941714,1279.7307,44.721474,296.04782,-0,-0,14977.666,1.003088,1.8982321,-0,-0,12.156458,-0,1576.4257,-0,1.0026933,3.0182676,8.021305,0.9949262,2.0578992,0.9656714,3.9860995,3.9722724,-0,3.007866,2.9649708,0.9953629,0.9994531,1.0331633,1.0230743,3.9932978,3.038635,-0,1.0029647,2.1854708,2.983786,1.0026866,-0,0.94640005,11.787768,1.9481254,-0,0.97120214,7.987118,4.0005736,7.8720107,2.0286582,2.9926972,4.982882,6.0199175,4.021579,2.0156713,0.04166124,4.008768,212658.5
29,476.7512,1.0003296,234.34224,498.00415,0.99658275,3.962088,1928.0835,1950.043,1908.6001,-1,-0,-0,59.775208,54.892097,-0,-0,5385.8223,-0,0.90625423,-0,-0,5.2059994,-0,537.1706,-0,-0,1.019578,8.076909,1.00109,1.0309495,-0,1.0298029,4.0020666,-0,2.9864655,3.0109346,2.0076165,4.98735,5.0290885,3.0411334,0.991807,4.0029798,-0,0.99956214,2.0432396,2.9940107,1.0041488,-0,4.0130343,2.8872309,6.924687,-0,0.9650881,7.958585,4.0038667,7.932761,2.022675,3.028544,5.0024796,5.981825,4.0514755,2.006434,1.1151507,4.0175323,72022.56
30,1258.9746,0.9814944,240.06668,591.3702,0.95390916,5.858208,1921.3113,1950,1904.8501,-1,-0,-0,49.64221,0.6863842,-0,-0,6488.4834,-0,2.864215,-0,-0,7.177453,-0,662.18567,645.94684,-0,2.987472,8.043766,2.0001142,1.0624621,-0,3.9564288,4.0080543,2.9431381,2.985865,2.9739528,1.976671,5.023152,5.0061636,2.9882214,3.9680972,-0,-0,1.0146594,5.1298065,2.9814682,0.9965329,-0,3.9877615,8.8221855,1.998383,-0,0.9619802,2.9574075,0.9965136,2.9307716,2.0387232,3.012816,4.9900236,5.96976,1.019988,-0,6.1684046,4.003301,37702.438
31,1176.8053,0.974782,265.01154,1181.6917,0.977528,5.8656874,1967.3824,2007.4065,1970.7646,-1,-0,4.2532535,-1,4.5981812,-0,1.0016822,6742.6133,-0,2.871569,-0,-0,6.159003,-0,1216.5936,-0,1.0019953,2.0072744,8.024176,1.0142412,2.0319026,0.9699723,1.9923534,4.006256,-0,3.006471,2.9668007,1.9975357,1.0206659,5.027423,3.0033891,4.004245,3.019237,-0,1.0021915,2.1389887,2.9747548,1.0024648,-0,0.9574214,18.813946,1.9664661,-0,0.9769994,5.9718237,3.990108,5.923723,2.0301094,2.9931061,4.980433,6.014263,4.019121,2.0096974,0.032639213,4.0163174,153700.72
32,1204.4122,1.9588567,470.16718,1208.9897,1.9917321,6.8807015,2007.9686,2007.8318,2002.2499,-1,-0,13.333679,84.53125,3.5640936,-0,-0,9519.061,-0,2.9130838,-0,-0,1.2452586,-0,1226.5284,-0,1.0015788,1.9978019,7.9648695,1.0075985,2.0420408,1.9657915,-0,4.00711,2.955779,2.99103,-0,1.0061394,1.0148509,5.026,-0,4.00336,3.029661,-0,0.9948211,2.0560668,2.0051703,1.0004983,-0,-0,4.8824606,1.9647012,-0,0.9765136,12.036537,3.9923093,13.024961,2.0271566,2.999127,5.004751,6.031474,4.0055113,1.9950925,-0,4.0171084,182737.89
33,1651.223,1.9713278,441.53638,1348.2653,0.9784861,5.8610773,1960.2793,1960.0991,1953.6432,-1,0.98220384,1014.6878,68.398766,4.853063,-0,1.0017947,9263.621,-0,3.8355026,-0,-0,4.0720596,-0,1677.0034,-0,0.99964243,2.0051227,7.993059,3.0007043,2.053272,0.95657814,2.0175188,3.9906156,-0,2.9946432,2.9818513,0.986269,1.0015423,4.0705423,3.0037336,3.9987898,3.0071821,-0,0.99214137,2.1297822,2.9907238,1.003245,-0,3.9655592,11.8336935,1.958271,-0,0.9751469,2.9147775,4.000507,2.8399327,2.0082974,3.0058613,4.990126,6.0219283,4.016095,2.0241537,-0,4.005678,171804.2
34,1518.895,1.9830933,549.0816,1512.8999,1.9777755,5.8151736,2006.1442,2006.136,2002.0664,-1,1.0111955,1166.1421,59.417194,211.77242,-0,-0,5847.6147,1.0001302,1.8585907,-0,-0,7.999218,-0,1543.7446,-0,1.0022974,-0,8.027327,2.9985313,2.0294063,1.9840807,-0,4.0043945,2.9629421,2.9918985,-0,-0,1.0144299,2.0332599,2.9918137,4.005451,3.0365944,-0,0.9979442,2.1871023,-0,1.0029393,-0,3.9709458,15.791974,1.9764137,-0,0.97958434,7.9609075,4.0163064,7.9129806,1.0190946,3.0216784,4.999311,6.0208464,4.0169325,2.0201755,11.184532,4.0338483,284758.78
35,2420.2615,2.9688444,680.25305,1067.4711,2.9895668,8.819574,2005.2812,2005.8552,2003.1427,-1,0.99350953,-0,108.62287,121.219345,-0,1.0010757,11803.779,-0,3.849593,-0,-0,9.20923,-0,1111.0597,1310.5443,0.9990636,1.9980451,7.998324,0.99974275,2.056756,1.968435,-0,3.9954925,2.9609723,2.9899173,-0,-0,3.0154204,5.070004,-0,4.004392,3.024272,-0,0.99380326,5.1047344,2.006271,1.0014366,-0,3.970611,15.818489,1.9751253,-0,0.97059655,12.016585,4.002076,12.990195,3.0259564,3.0013082,5.008727,6.033633,4.012706,2.0156698,5.056462,4.010319,311972.28
36,1054.5021,1.9596549,662.9856,1067.1902,0.9873342,5.888693,1995.1599,1995.6539,1994.9222,-1,-0,-0,111.47688,398.67078,-0,0.99271303,8721.552,-0,2.9098892,-0,-0,6.3374834,-0,1078.9536,-0,0.9982059,3.0043495,7.982406,1.0143255,2.0406153,1.9566102,-0,3.992759,2.949692,2.9949613,1.9754714,1.9875085,1.0038931,4.979417,3.0120175,3.9884467,3.023707,-0,0.99286526,2.0458193,3.0056784,0.99918175,-0,-0,4.951556,1.9645393,-0,0.9763514,12.048424,4.0100803,12.989113,2.0248837,2.9893327,4.9893026,6.023619,4.0085816,2.004363,0.0101612285,4.044394,144984.98
37,1240.1243,1.9671799,486.7581,1247.6665,0.98194695,4.822195,1954.7224,1991.3546,1957.3003,-1,0.9771872,1221.5592,72.90271,2.9183636,-0,-0,7072.3926,-0,2.8694692,-0,-0,10.182827,-0,1277.8185,-0,0.99786687,3.0116107,7.983664,3.0014775,2.0477154,0.9559251,2.0342152,3.9750047,2.9541311,2.989902,2.9634566,-0,0.991043,4.080151,3.0380344,3.9901252,3.0264645,-0,0.9929183,2.1157053,2.9996219,1.0002455,-0,3.9669013,11.82099,1.9640778,-0,0.9763035,12.985478,4.011948,13.993206,1.0049747,2.997674,5.010869,6.031995,4.004206,2.0108175,-0,4.0203314,156481.81
38,1022.72473,0.97143835,236.44896,1024.5189,0.9976237,4.9036374,1953.526,2007.4514,1954.2037,-1,-0,727.66077,67.00492,3.850544,-0,-0,6965.1904,1.0026332,2.9306824,-0,-0,1.2242032,-0,1052.8397,-0,0.9999298,2.010714,8.006246,0.9969627,2.0179994,0.9603869,4.0326924,3.986696,2.9673305,2.990806,2.9746957,1.9996216,4.9958663,2.0018687,3.0261247,4.0013494,3.017664,-0,0.99415314,2.0713413,2.9907508,1.0004056,-0,3.9765425,11.999561,1.957288,-0,0.98494554,12.07104,2.0008025,13.038658,2.017257,3.0151615,5.0003133,6.033507,4.0078845,1.9996221,0.022910185,-0,110445.83
